,Bostezo,perCLOS,IndicadorE,IndBostezo,Clase
66,0.1,1.0,0,0.0,0.14906666666666668
67,0.1,0.7805907113293088,1,0.5,0.25269076339596375
68,0.1,0.9679390614320923,0,0.0,0.14906666666666668
69,0.1,0.9910563426270642,0,0.0,0.14906666666666668
70,0.1,0.9943645659024931,0,0.0,0.14906666666666668
71,0.1,0.9953455783558439,0,0.0,0.14906666666666668
72,0.1,1.0,0,0.0,0.14906666666666668
73,0.1,1.0,0,0.0,0.14906666666666668
74,0.1,0.9505885242515978,0,0.0,0.14906666666666668
75,0.1,0.9079419456312546,0,0.0,0.14906666666666668
76,0.1,0.9680789416791781,0,0.0,0.14906666666666668
77,0.1,0.9887291318049861,0,0.0,0.14906666666666668
78,0.1,1.0,0,0.0,0.14906666666666668
79,0.1,0.997672789177922,0,0.0,0.14906666666666668
80,0.1,1.0,0,0.0,0.14906666666666668
81,0.1,0.9966917767245711,0,0.0,0.14906666666666668
82,0.1,1.0,0,0.0,0.14906666666666668
83,0.1,0.9966917767245711,0,0.0,0.14906666666666668
84,0.1,0.9933835534491422,0,0.0,0.14906666666666668
85,0.1,1.0,0,0.0,0.14906666666666668
86,0.1,0.9910563426270642,0,0.0,0.14906666666666668
87,0.1,0.9900753301737133,0,0.0,0.14906666666666668
88,0.1,0.9343760204317709,0,0.0,0.14906666666666668
89,0.1,0.5960628891405853,1,0.5,0.8047619047619031
90,0.1,0.812423899544265,0,0.0,0.14906666666666668
91,0.1,0.8713759705560566,0,0.0,0.14906666666666668
92,0.1,0.9461909208537305,0,0.0,0.14906666666666668
93,0.1,0.9910563426270642,0,0.0,0.14906666666666668
94,0.1,0.9910563426270642,0,0.0,0.14906666666666668
95,0.1,0.5872181934120363,1,0.5,0.8047619047619033
96,0.1,0.7311757646213156,1,0.5,0.354274451488476
97,0.1,0.7131569221936733,1,0.5,0.3767345730183223
98,0.1,0.8404657274272314,0,0.0,0.14906666666666668
99,0.1,0.7709448920697445,1,0.5,0.27902581764470474
100,0.1,0.7330043821432051,1,0.5,0.3516601386992351
101,0.1,0.12616230618740043,1,0.5,0.7933058264148467
